age,workclass,education_numeric,mariatal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,census_income
35,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
65,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,20,United-States,<=50K
24,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,England,>50K
37,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
18,Private,4,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
43,Federal-gov,10,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,15,United-States,<=50K
31,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
40,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,China,<=50K
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
32,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-inc,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
36,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
33,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,<=50K
23,State-gov,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,35,United-States,<=50K
21,Private,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,32,United-States,<=50K
53,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
20,Unemployed,10,Never-married,Unemployed,Own-child,White,Male,0,0,15,United-States,<=50K
53,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,<=50K
58,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States,<=50K
51,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
31,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,65,United-States,<=50K
35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Unemployed,7,Never-married,Unemployed,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
31,Local-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
21,Private,10,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
39,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
36,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,45,United-States,>50K
51,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
18,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
32,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,<=50K
56,Private,13,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K
35,Private,12,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
63,Private,8,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
61,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
23,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
52,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
33,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
35,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,50,United-States,<=50K
35,Private,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,60,United-States,>50K
38,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
23,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
22,Private,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,<=50K
20,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
59,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
27,Private,3,Never-married,Other-service,Other-relative,White,Male,0,0,40,Mexico,<=50K
24,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,9,Never-married,Other-service,Own-child,Black,Female,0,0,35,Jamaica,<=50K
22,State-gov,10,Never-married,Other-service,Other-relative,Black,Male,0,0,39,Haiti,<=50K
37,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,<=50K
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
28,Private,9,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
55,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,<=50K
29,Unemployed,3,Married-civ-spouse,Unemployed,Wife,White,Female,0,0,40,United-States,<=50K
32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
66,Unemployed,10,Divorced,Unemployed,Other-relative,White,Female,0,0,35,United-States,<=50K
47,Local-gov,10,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,45,United-States,<=50K
23,Private,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
40,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,<=50K
51,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1590,40,United-States,<=50K
34,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,45,United-States,<=50K
28,Private,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,70,Germany,>50K
39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,60,United-States,>50K
43,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
36,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,>50K
25,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
42,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
35,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Germany,<=50K
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,53,United-States,>50K
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
30,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
52,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
36,Private,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
30,Private,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,52,Taiwan,<=50K
36,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50K
39,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,96,Mexico,<=50K
26,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,9,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
20,Private,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
70,Unemployed,3,Married-civ-spouse,Unemployed,Husband,White,Male,0,0,20,United-States,<=50K
26,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
24,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
48,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
62,Private,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,99,United-States,<=50K
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
25,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,44,United-States,<=50K
58,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
40,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
29,Unemployed,10,Married-civ-spouse,Unemployed,Wife,White,Female,0,0,40,United-States,<=50K
45,Self-emp-inc,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,United-States,<=50K
19,Private,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K
37,Private,7,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
23,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
31,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
64,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
28,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
32,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
49,Local-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
35,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
19,Unemployed,10,Never-married,Unemployed,Own-child,White,Female,0,0,35,United-States,<=50K
45,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
39,Private,8,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,70,United-States,>50K
55,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,2339,45,United-States,<=50K
46,Self-emp-not-inc,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,60,South,>50K
19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
29,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Scotland,<=50K
25,State-gov,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,35,United-States,<=50K
37,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
36,Federal-gov,10,Separated,Adm-clerical,Unmarried,Black,Female,6497,0,56,United-States,<=50K
32,Private,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
34,Private,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
27,Self-emp-inc,14,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
36,Federal-gov,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
32,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
52,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,48,United-States,<=50K
50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
23,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
25,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
21,Private,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,<=50K
31,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
31,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
41,Private,11,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,<=50K
20,Unemployed,10,Never-married,Unemployed,Own-child,White,Female,0,0,10,United-States,<=50K
20,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
29,Private,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,25,United-States,<=50K
51,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,33,United-States,>50K
23,Unemployed,10,Never-married,Unemployed,Not-in-family,White,Female,0,0,12,United-States,<=50K
48,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,>50K
39,Private,9,Separated,Exec-managerial,Not-in-family,White,Male,14344,0,40,United-States,>50K
62,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
22,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
46,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
51,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,United-States,>50K
20,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
40,Self-emp-inc,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
31,Private,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
52,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States,<=50K
20,Private,9,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
37,Local-gov,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
65,Private,13,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,<=50K
60,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,48,United-States,>50K
27,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Ireland,<=50K
62,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
53,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
38,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
49,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
36,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
19,Private,10,Never-married,Tech-support,Own-child,White,Male,0,0,14,United-States,<=50K
23,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
63,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K
63,Self-emp-not-inc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
62,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Male,99999,0,40,United-States,>50K
51,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,30,United-States,>50K
76,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,45,United-States,<=50K
45,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
44,Self-emp-inc,10,Divorced,Sales,Own-child,White,Male,0,0,45,United-States,>50K
51,Private,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
42,Local-gov,13,Never-married,Exec-managerial,Own-child,White,Male,4650,0,35,United-States,<=50K
43,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
53,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
44,Federal-gov,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Private,6,Widowed,Other-service,Not-in-family,Black,Female,0,1980,40,United-States,<=50K
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
